Exposure_Condition,Group_Comparison,Timepoint,BioSpyder_Identifier,Gene_Symbol,Mean_Expression_Count,padj,log2FC,"Does the Gene Meet Statistical Criteria of padj<0.10 and FC >= +/- 1.5
(i.e., log2FC of 0.5849)?","Does the Gene Meet Statistical Criteria of padj<0.10 and FC >= +/- 2
(i.e., log2FC of 1)?","Does the Gene Meet Statistical Criteria of padj<0.10 and FC >= +/- 2.5
(i.e., log2FC of 1.3219)?"
Flaming Pine,Flaming Pine vs. Saline,4h,Tia1_71708,Tia1,439.171,7.01E-02,-0.6027,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Timm8a1_74717,Timm8a1,35.355,7.93E-02,0.8818,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Tlr3_73636,Tlr3,71.073,3.20E-02,-0.7592,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Tm2d2_70064,Tm2d2,48.981,3.45E-02,-1.3079,Yes,Yes,No
Flaming Pine,Flaming Pine vs. Saline,4h,Tmem109_70229,Tmem109,450.189,2.26E-14,1.1313,Yes,Yes,No
Flaming Pine,Flaming Pine vs. Saline,4h,Tmf1_58334,Tmf1,305.664,4.97E-02,-0.8957,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Tnks2_67404,Tnks2,859.786,1.36E-02,-0.7273,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Trappc13_57582,Trappc13,145.722,4.01E-02,-1.1415,Yes,Yes,No
Flaming Pine,Flaming Pine vs. Saline,4h,Trappc6b_65552,Trappc6b,505.576,8.16E-02,-0.8686,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Trdmt1_72939,Trdmt1,36.680,5.26E-02,-1.4443,Yes,Yes,Yes
Flaming Pine,Flaming Pine vs. Saline,4h,Trf_73293,Trf,1038.779,6.83E-02,-0.7698,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Trim16_61852,Trim16,284.188,4.97E-02,0.7558,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Trim33_75678,Trim33,202.712,4.10E-02,-0.6063,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Trrap_70161,Trrap,139.217,1.55E-02,-0.7851,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Tsga10_65599,Tsga10,138.315,7.24E-02,-0.6947,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Tspan1_74679,Tspan1,124.108,6.87E-02,-0.9038,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Ttc30b_62618,Ttc30b,207.138,2.98E-05,1.5871,Yes,Yes,Yes
Flaming Pine,Flaming Pine vs. Saline,4h,Ttc41_71585,Ttc41,33.654,7.21E-02,-0.8696,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Txnrd1_31483,Txnrd1,110.600,1.01E-02,0.9545,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Txnrd1_72590,Txnrd1,545.814,1.44E-02,0.7176,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Uba6_66827,Uba6,119.504,1.04E-02,-0.8972,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Ube2h_71905,Ube2h,40.447,3.14E-02,-1.1767,Yes,Yes,No
Flaming Pine,Flaming Pine vs. Saline,4h,Ube2t_30503,Ube2t,41.349,5.46E-02,-1.1546,Yes,Yes,No
Flaming Pine,Flaming Pine vs. Saline,4h,Ube2v2_68406,Ube2v2,970.905,7.98E-02,-0.8043,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Ubtf_69427,Ubtf,2070.460,3.96E-03,-0.6397,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Uhrf1bp1l_78930,Uhrf1bp1l,165.985,2.28E-02,-0.6576,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Usp11_66776,Usp11,78.516,8.83E-02,-0.6296,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Vangl1_80781,Vangl1,119.219,3.44E-02,-0.6872,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Vav2_58890,Vav2,54.580,9.30E-02,0.7182,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Vmp1_69615,Vmp1,484.875,8.16E-02,-0.9102,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Vps37a_56960,Vps37a,869.441,6.12E-02,-0.5900,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Vps50_61600,Vps50,191.693,8.12E-02,-0.7224,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Vps8_72571,Vps8,40.621,8.23E-02,-0.6959,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Vwf_30926,Vwf,45.614,1.79E-02,1.1998,Yes,Yes,No
Flaming Pine,Flaming Pine vs. Saline,4h,Wdr19_63835,Wdr19,48.050,7.73E-02,-1.0761,Yes,Yes,No
Flaming Pine,Flaming Pine vs. Saline,4h,Wdr72_57018,Wdr72,62.951,3.09E-02,-1.4454,Yes,Yes,Yes
Flaming Pine,Flaming Pine vs. Saline,4h,Wnt2b_62005,Wnt2b,44.522,7.64E-02,-1.4429,Yes,Yes,Yes
Flaming Pine,Flaming Pine vs. Saline,4h,Wt1_63516,Wt1,55.654,9.47E-02,-1.4983,Yes,Yes,Yes
Flaming Pine,Flaming Pine vs. Saline,4h,Xpnpep1_77671,Xpnpep1,54.730,7.41E-02,0.6659,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Xpo1_79681,Xpo1,569.648,4.46E-02,-0.6461,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Zbtb25_55165,Zbtb25,154.740,9.27E-03,-0.9146,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Zcchc10_67978,Zcchc10,61.816,1.77E-03,-0.9379,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Zdhhc21_64753,Zdhhc21,158.482,1.75E-02,-0.8332,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Zeb1_66163,Zeb1,62.098,6.12E-02,-1.2371,Yes,Yes,No
Flaming Pine,Flaming Pine vs. Saline,4h,Zfp106_75666,Zfp106,767.008,2.71E-03,-0.7147,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Zfp277_74155,Zfp277,117.604,8.39E-02,-0.7414,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Zfp386_57297,Zfp386,380.294,3.60E-02,-0.8381,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Zfp39_58512,Zfp39,87.344,3.02E-02,-0.9767,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Zfp51_56236,Zfp51,144.189,9.96E-02,-0.7587,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Zfp60_76673,Zfp60,198.710,6.83E-02,-0.6152,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Zfp606_65486,Zfp606,76.457,6.88E-02,-0.7972,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Zfp788_53834,Zfp788,156.344,3.96E-02,-0.7505,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Zfp949_73420,Zfp949,146.890,8.34E-02,-1.1428,Yes,Yes,No
Flaming Pine,Flaming Pine vs. Saline,4h,Zfp992_80059,Zfp992,306.080,6.24E-02,-0.9437,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Zmym4_60248,Zmym4,85.452,9.27E-03,-0.8287,Yes,No,No
Flaming Pine,Flaming Pine vs. Saline,4h,Zranb2_68671,Zranb2,660.342,4.38E-05,0.9261,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,1110059E24Rik_76801,1110059E24Rik,568.978,6.04E-02,-0.6743,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,1700020D05Rik_61157,1700020D05Rik,34.438,9.31E-02,-0.7500,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,1700029J07Rik_54971,1700029J07Rik,214.832,7.55E-02,-0.7044,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,1810022K09Rik_78572,1810022K09Rik,221.435,1.86E-02,-1.1474,Yes,Yes,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,2310061I04Rik_71692,2310061I04Rik,25.023,1.18E-02,1.8741,Yes,Yes,Yes
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,2700049A03Rik_59544,2700049A03Rik,42.644,9.81E-02,-0.6688,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,4833414E09RIK_29622,4833414E09RIK,404.168,3.98E-02,-0.7311,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,4833420G17Rik_68308,4833420G17Rik,492.556,2.13E-02,-0.5888,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,4930451G09Rik_54045,4930451G09Rik,39.063,3.34E-02,-0.8773,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,4930562C15Rik_72379,4930562C15Rik,228.184,5.22E-02,-0.8450,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,6330417A16RIK_31783,6330417A16RIK,21.821,3.86E-02,-1.2807,Yes,Yes,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,6720489N17Rik_68169,6720489N17Rik,20.966,4.22E-02,-1.0765,Yes,Yes,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,9930111J21Rik1_66397,9930111J21Rik1,58.466,4.46E-02,-1.0817,Yes,Yes,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,AA415038_29464,AA415038,147.358,3.74E-02,-0.5909,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Aars_76981,Aars,483.654,8.11E-03,0.6736,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Abhd10_72138,Abhd10,167.868,4.41E-02,-0.9661,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Abraxas1_75235,Abraxas1,100.751,4.42E-02,-0.6543,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Abtb2_59723,Abtb2,31.736,2.45E-02,1.3943,Yes,Yes,Yes
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Acadl_59961,Acadl,5090.419,1.81E-02,-0.6905,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Acod1_54942,Acod1,346.278,7.41E-02,2.4806,Yes,Yes,Yes
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Acot13_55305,Acot13,8155.493,2.39E-02,-0.7991,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Acss3_59461,Acss3,72.058,7.35E-02,-0.9425,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Actb_75331,Actb,1030.178,3.94E-02,0.6099,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Actg1_77590,Actg1,699.616,1.74E-02,0.6342,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Actr6_74026,Actr6,92.447,1.68E-02,-0.8489,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Actr6_78642,Actr6,454.069,1.43E-02,-0.6283,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Acyp1_74193,Acyp1,111.145,5.85E-02,-1.0850,Yes,Yes,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Adam4_68918,Adam4,25.161,1.68E-02,-1.1811,Yes,Yes,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Adamts2_62510,Adamts2,110.789,9.31E-03,0.9101,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Adarb1_56966,Adarb1,83.898,2.34E-02,0.7554,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Adgrg6_82356,Adgrg6,108.565,3.68E-02,0.7782,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Adgrg6_82357,Adgrg6,437.399,1.81E-02,0.7569,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Adora1_56938,Adora1,26.436,1.38E-02,1.5018,Yes,Yes,Yes
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Adora2a_75770,Adora2a,104.096,2.59E-02,0.8656,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Agbl2_67742,Agbl2,166.226,6.92E-02,-0.7443,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Agbl3_63795,Agbl3,228.463,1.01E-02,-0.8341,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Ager_77468,Ager,4050.169,3.00E-02,0.6169,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Ak9_56758,Ak9,51.225,8.24E-02,-1.0821,Yes,Yes,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Akap8l_31490,Akap8l,849.423,1.59E-02,-0.6363,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Akap9_80847,Akap9,344.079,4.37E-02,-0.6847,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Akirin2_58815,Akirin2,4455.166,6.23E-02,-0.6165,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Aldoa_65660,Aldoa,492.796,1.71E-02,0.7174,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Alg11_64834,Alg11,20.638,1.28E-02,-1.2826,Yes,Yes,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Alg11_67845,Alg11,36.468,1.91E-02,-1.1065,Yes,Yes,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Als2_67466,Als2,464.584,4.53E-02,-0.5931,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Amer1_30517,Amer1,153.680,4.82E-02,-0.6139,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Angptl2_64658,Angptl2,46.426,1.28E-02,1.0210,Yes,Yes,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Angptl2_72005,Angptl2,136.567,2.06E-02,0.7285,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Ank3_68052,Ank3,45.114,2.59E-02,-0.9790,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Ankhd1_63805,Ankhd1,1074.677,1.17E-02,-0.7207,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Ankhd1_77255,Ankhd1,75.562,3.86E-02,-0.9923,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Ankrd10_63674,Ankrd10,163.059,3.79E-02,-0.6373,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Ankrd9_58039,Ankrd9,190.344,2.45E-02,0.7629,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Anp32a_76549,Anp32a,1045.323,7.00E-03,-0.6018,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Anxa5_29989,Anxa5,3529.888,1.41E-02,0.6184,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Aph1a_80711,Aph1a,152.143,5.08E-02,0.6050,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Api5_68047,Api5,549.459,2.48E-02,-0.6065,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Apln_32145,Apln,34.326,1.86E-02,1.2461,Yes,Yes,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Apln_68427,Apln,150.364,9.38E-02,0.6527,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Apoo_69695,Apoo,1236.827,5.17E-02,-0.7131,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Arf1_31811,Arf1,851.174,2.77E-02,4.8626,Yes,Yes,Yes
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Arfgef1_57541,Arfgef1,1890.168,3.60E-03,-0.6112,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Arid4b_31769,Arid4b,694.949,2.78E-03,-1.0012,Yes,Yes,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Arl2bp_66093,Arl2bp,702.731,4.56E-02,-0.6407,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Arl4c_79585,Arl4c,51.112,5.49E-02,0.6783,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Armcx2_55263,Armcx2,36.204,8.64E-02,0.6947,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Arntl_59197,Arntl,43.494,8.75E-03,-1.8566,Yes,Yes,Yes
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Arpc5l_79957,Arpc5l,575.217,6.87E-02,-0.6515,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Arxes2_29394,Arxes2,108.185,7.55E-02,0.6194,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Asb14_29409,Asb14,181.043,6.43E-02,-1.4309,Yes,Yes,Yes
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Asb14_64164,Asb14,629.531,1.37E-02,-1.1684,Yes,Yes,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Asb14_70193,Asb14,471.318,1.33E-02,-1.2289,Yes,Yes,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Ascc3_77315,Ascc3,254.377,7.28E-02,-0.9507,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Asnsd1_69176,Asnsd1,938.241,3.37E-02,-0.6871,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Aspn_29620,Aspn,1207.462,3.71E-02,-0.9356,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Asxl2_56674,Asxl2,198.842,2.68E-02,-0.7042,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Atad5_73477,Atad5,39.876,2.04E-02,-0.9136,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Ate1_65202,Ate1,341.796,1.59E-02,-0.8109,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Atf3_29935,Atf3,50.903,1.09E-03,1.6741,Yes,Yes,Yes
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Atf3_72119,Atf3,96.254,2.07E-02,1.0237,Yes,Yes,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Atg4c_54845,Atg4c,187.586,1.60E-03,-0.8832,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Atg5_56773,Atg5,529.561,2.28E-02,-0.6742,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Atp11c_65000,Atp11c,346.176,7.39E-02,-0.7469,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Atp6v1h_68591,Atp6v1h,55.337,5.57E-02,-0.6459,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Atp9a_63433,Atp9a,838.711,5.83E-02,0.5874,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Atrx_69745,Atrx,697.952,5.05E-02,-0.6893,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Atrx_71898,Atrx,539.807,5.49E-02,-0.6859,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,AW554918_57114,AW554918,178.423,4.22E-02,-0.8176,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,B4galt1_31884,B4galt1,147.515,1.60E-03,0.8769,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,B4galt4_78044,B4galt4,75.895,5.72E-03,-0.8669,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Banp_80565,Banp,543.848,1.26E-02,-0.6700,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Bbs12_55805,Bbs12,162.334,8.52E-02,-0.6238,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Bbs7_80044,Bbs7,26.175,6.96E-02,-1.0642,Yes,Yes,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Bbs9_73654,Bbs9,141.921,2.28E-02,-0.7403,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Bbs9_80055,Bbs9,78.710,1.28E-02,-0.8788,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,BC005561_62508,BC005561,90.306,3.62E-02,-0.6975,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,BC005624_62782,BC005624,76.341,4.55E-02,0.5957,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,BC030870_63155,BC030870,115.344,9.08E-02,-0.7969,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Bcam_77557,Bcam,897.552,4.07E-04,0.9320,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Bcl2l13_73159,Bcl2l13,182.897,6.61E-02,-0.6825,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Bcl6b_70170,Bcl6b,317.121,3.47E-02,0.6380,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Bclaf3_73661,Bclaf3,103.847,5.27E-02,-0.7281,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Bloc1s4_59772,Bloc1s4,115.239,1.59E-02,0.7696,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Bmp3_61617,Bmp3,85.461,9.43E-02,0.6086,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Bnc2_72313,Bnc2,42.543,8.39E-02,0.7407,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Bnip3_64039,Bnip3,484.873,4.77E-02,-0.6829,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Brd9_70805,Brd9,156.439,8.53E-02,-0.8202,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Brwd1_80298,Brwd1,126.658,4.50E-02,-0.6514,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,C1galt1_60779,C1galt1,714.735,4.65E-03,-0.8152,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,C1galt1c1_55227,C1galt1c1,537.424,1.25E-02,-0.8871,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,CAAA01118383.1_55482,CAAA01118383.1,123.203,1.59E-02,1.0216,Yes,Yes,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Cactin_81982,Cactin,39.266,5.71E-02,0.7105,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Cadps2_70711,Cadps2,47.095,5.83E-02,-0.6910,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Calr_69204,Calr,981.140,4.61E-02,-0.6095,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Casc1_75650,Casc1,94.054,3.21E-02,-1.1467,Yes,Yes,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Catspere2_66823,Catspere2,42.443,6.82E-02,-1.1773,Yes,Yes,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Cavin4_29112,Cavin4,565.422,3.48E-02,-0.7423,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Cavin4_56442,Cavin4,801.220,8.79E-02,-0.7099,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Ccar1_77582,Ccar1,293.017,8.61E-03,-0.7951,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Ccdc129_69576,Ccdc129,202.473,4.55E-02,-0.9987,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Ccdc141_67923,Ccdc141,759.778,4.42E-03,-0.8803,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Ccdc170_73676,Ccdc170,58.973,6.15E-02,-0.8852,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Ccdc180_70486,Ccdc180,45.728,6.52E-02,-1.2045,Yes,Yes,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Ccdc186_58520,Ccdc186,82.392,7.51E-02,-0.9225,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Ccdc30_64191,Ccdc30,91.451,6.68E-02,-0.9257,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Ccdc39_66441,Ccdc39,133.664,3.48E-02,-1.0459,Yes,Yes,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Ccdc43_73740,Ccdc43,51.337,8.52E-02,0.6238,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Ccdc60_78710,Ccdc60,55.646,1.70E-02,-1.2380,Yes,Yes,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Ccdc86_31577,Ccdc86,31.200,6.49E-02,0.9077,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Ccdc88a_76169,Ccdc88a,452.992,3.55E-03,-0.8186,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Ccdc91_81912,Ccdc91,55.800,3.37E-02,-0.7337,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Ccl7_30624,Ccl7,91.692,2.15E-02,1.7843,Yes,Yes,Yes
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Ccnc_29197,Ccnc,61.109,9.39E-02,-0.7545,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Ccnd1_31337,Ccnd1,236.983,8.73E-02,0.6758,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Ccp110_63133,Ccp110,153.263,6.93E-02,-0.6000,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Cct4_67514,Cct4,1326.864,1.31E-02,-0.7579,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Cd151_79323,Cd151,136.435,1.43E-02,0.6561,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Cd55_81896,Cd55,198.088,7.23E-02,-0.7377,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Cd84_76867,Cd84,325.522,3.71E-02,-0.7834,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Cdc27_58942,Cdc27,372.252,7.08E-03,-0.8399,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Cdc42ep4_76649,Cdc42ep4,183.452,4.00E-02,0.7777,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Cdh13_60422,Cdh13,119.826,4.82E-02,0.8709,Yes,No,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Cdhr4_65644,Cdhr4,190.583,2.51E-02,-1.0118,Yes,Yes,No
Flaming Red Oak,Flaming Red Oak vs. Saline,4h,Cdkn2b_29062,Cdkn2b,27.548,1.69E-02,1.2386,Yes,Yes,No
